% Model,mush.mph
% Version,COMSOL 5.5.0.292
% Date,"Oct 14 2022, 07:23"
% Dimension,2
% Nodes,5022
% Expressions,1
% Description,Line
% r,z,Color
0,-0.01,4.2209408581872573E-16
0,-0.009336838130194194,4.229411360730329E-16
0,-0.008673676260388388,4.261828718868853E-16
0,-0.008010514390582582,4.3181929326028305E-16
0,-0.007347352520776775,4.3985040019322597E-16
0,-0.0066841906509709685,4.502761926857142E-16
0,-0.006021028781165162,4.630966707377477E-16
0,-0.005357866911359355,4.783118343493265E-16
0,-0.004694705041553549,4.959216835204506E-16
0,-0.004031543171747743,5.159262182511199E-16
0,-0.003366126398522672,5.387256599084E-16
0,-0.0027007096252976014,5.653288679412473E-16
0,-0.0020352928520725308,5.957358423496617E-16
0,-0.0013698760788474597,6.29946583133643E-16
0,-7.044593056223885E-4,6.679610902931915E-16
0,-3.9042532397318055E-5,7.097793638283071E-16
0,6.26374240827753E-4,7.554014037389896E-16
0,0.0012917910140528236,8.048272100252393E-16
0,0.0019572077872778947,8.5805678268705605E-16
0,0.0026538994287270603,9.19213451642443E-16
0,0.003350591070176226,9.885236792793662E-16
0,0.0040472827116253916,1.065987465597825E-15
0,0.004743974353074558,1.1516048105978194E-15
0,0.005440665994523724,1.2453757142793498E-15
0,0.006137357635972889,1.3473001766424159E-15
0,0.006834049277422055,1.4573781976870178E-15
0,0.007530740918871221,1.5756097774131555E-15
0,0.008227432560320387,1.701994915820829E-15
0,0.009015008459866587,1.85617891005195E-15
0,0.00980258435941279,2.033440403335228E-15
0,0.010590160258958991,2.233779395670662E-15
0,0.011377736158505193,2.4571958870582522E-15
0,0.012165312058051396,2.703689877497999E-15
0,0.012952887957597596,2.9732613669899015E-15
0,0.013740463857143798,3.265910355533961E-15
0,0.014528039756689998,3.5816368431301765E-15
0,0.015315615656236202,3.920440829778549E-15
0,0.01623715171442372,4.337393967862446E-15
0,0.017158687772611238,4.834484772806546E-15
0,0.018080223830798756,5.41171324461085E-15
0,0.019001759888986277,6.0690793832753565E-15
0,0.019923295947173795,6.8065831888000665E-15
0,0.020844832005361313,7.62422466118498E-15
0,0.021766368063548834,8.522003800430097E-15
0,0.022687904121736352,9.499920606535417E-15
0,0.02360944017992387,1.0557975079500941E-14
0,0.024725719147897778,1.1897409315699083E-14
0,0.025841998115871685,1.3596732403365669E-14
0,0.026958277083845593,1.56559443425007E-14
0,0.028074556051819497,1.8075045133104178E-14
0,0.029190835019793405,2.0854034775176103E-14
0,0.03030711398776731,2.399291326871647E-14
0,0.03142339295574122,2.7491680613725292E-14
0,0.032539671923715124,3.135033681020255E-14
0,0.03365595089168903,3.556888185814826E-14
0,0.03493393865561804,4.046235755367247E-14
0,0.03621192641954705,4.708765478440985E-14
0,0.03748991418347606,5.544477355036042E-14
0,0.038767901947405065,6.553371385152416E-14
0,0.040045889711334076,7.735447568790109E-14
0,0.04132387747526309,9.090705905949118E-14
0,0.0426018652391921,1.0619146396629446E-13
0,0.043879853003121104,1.232076904083109E-13
0,0.045157840767050116,1.4195573838554056E-13
0,0.04630636955090159,1.6032696216521364E-13
0,0.04745489833475307,1.8383785519156922E-13
0,0.04860342711860455,2.1248841746460723E-13
0,0.04975195590245602,2.4627864898432764E-13
0,0.05090048468630749,2.852085497507306E-13
0,0.05204901347015897,3.292781197638159E-13
0,0.053197542254010445,3.7848735902358377E-13
0,0.054346071037861925,4.32836267530034E-13
0,0.0554945998217134,4.923248452831668E-13
0,0.05643981889227688,5.470869562186776E-13
0,0.05738503796284036,6.124164497617853E-13
0,0.058330257033403846,6.883133259124898E-13
0,0.05927547610396733,7.747775846707909E-13
0,0.06022069517453081,8.718092260366889E-13
0,0.061165914245094294,9.794082500101834E-13
0,0.06211113331565778,1.097574656591275E-12
0,0.06305635238622126,1.2263084457799632E-12
0,0.06400157145678474,1.3656096175762483E-12
0,0.06479183464811188,1.4954257266801985E-12
0,0.06558209783943901,1.6434838522909595E-12
0,0.06637236103076616,1.8097839944085314E-12
0,0.06716262422209329,1.9943261530329137E-12
0,0.06795288741342043,2.1971103281641067E-12
0,0.06874315060474756,2.41813651980211E-12
0,0.0695334137960747,2.657404727946925E-12
0,0.07032367698740183,2.91491495259855E-12
0,0.07111394017872896,3.1906671937569858E-12
0,0.0718326401744557,3.4672475378163465E-12
0,0.07255134017018244,3.778126513478621E-12
0,0.07327004016590918,4.1233041207438096E-12
0,0.07398874016163592,4.502780359611911E-12
0,0.07470744015736266,4.916555230082926E-12
0,0.0754261401530894,5.364628732156854E-12
0,0.07614484014881615,5.847000865833697E-12
0,0.07686354014454289,6.363671631113452E-12
0,0.07758224014026963,6.9146410279961216E-12
0,0.07825433324636116,7.478051374181082E-12
0,0.0789264263524527,8.104089779267827E-12
0,0.07959851945854424,8.792756243256354E-12
0,0.08027061256463577,9.544050766146665E-12
0,0.08094270567072731,1.0357973347938763E-11
0,0.08161479877681885,1.1234523988632644E-11
0,0.08228689188291038,1.2173702688228307E-11
0,0.08295898498900192,1.3175509446725757E-11
0,0.08363107809509346,1.4239944264124989E-11
0,0.08430996011139735,1.5400337940622424E-11
0,0.08498884212770125,1.6696497198859543E-11
0,0.08566772414400514,1.8128422038836343E-11
0,0.08634660616030904,1.9696112460552822E-11
0,0.08702548817661293,2.1399568464008985E-11
0,0.08770437019291683,2.323879004920483E-11
0,0.08838325220922072,2.5213777216140357E-11
0,0.08906213422552461,2.732452996481557E-11
0,0.08974101624182851,2.957104829523046E-11
0,0.09044469927694604,3.205209169355303E-11
0,0.09114838231206357,3.484366166243058E-11
0,0.09185206534718111,3.794575820186312E-11
0,0.09255574838229864,4.135838131185064E-11
0,0.09325943141741617,4.5081530992393156E-11
0,0.0939631144525337,4.9115207243490656E-11
0,0.09466679748765125,5.345941006514314E-11
0,0.09537048052276878,5.8114139457350615E-11
0,0.09607416355788631,6.307939542011307E-11
0,0.09689988235244096,6.927408085616758E-11
0,0.09772560114699562,7.642702585177323E-11
0,0.09855131994155027,8.453823040693003E-11
0,0.09937703873610493,9.360769452163794E-11
0,0.10020275753065958,1.0363541819589702E-10
0,0.10102847632521422,1.1462140142970721E-10
0,0.10185419511976887,1.2656564422306856E-10
0,0.10267991391432353,1.3946814657598105E-10
0,0.10350563270887818,1.5332890848844466E-10
0,0.10451197410262873,1.7170232450931204E-10
0,0.10551831549637929,1.9395430655040306E-10
0,0.10652465689012984,2.2008485461171772E-10
0,0.10753099828388038,2.500939686932559E-10
0,0.10853733967763093,2.839816487950177E-10
0,0.10954368107138149,3.2174789491700316E-10
0,0.11055002246513204,3.6339270705921224E-10
0,0.1115563638588826,4.089160852216449E-10
0,0.11256270525263315,4.583180294043012E-10
0,0.11376771194994573,5.203615038487824E-10
0,0.11497271864725829,6.012805466600445E-10
0,0.11617772534457088,7.010751578380878E-10
0,0.11738273204188343,8.19745337382912E-10
0,0.11858773873919602,9.572910852945171E-10
0,0.11979274543650859,1.1137124015729032E-9
