% Model,mush.mph
% Version,COMSOL 5.5.0.292
% Date,"Oct 14 2022, 07:24"
% Dimension,2
% Nodes,5022
% Expressions,1
% Description,Line
% r,z,Color
0,0.31886002998095403,0.575600293818822
0,0.31952204978273024,0.5752485625034754
0,0.3201840695845064,0.573266548095764
0,0.3208460893862826,0.5699398098755628
0,0.32150810918805883,0.5652683478428717
0,0.322170128989835,0.5592521619976906
0,0.32283214879161115,0.5518912523400197
0,0.32349416859338737,0.5431856188698588
0,0.3241561883951635,0.533135261587208
0,0.32481820819693974,0.5217401804920676
0,0.3254802279987159,0.5090003755844371
0,0.32614224780049206,0.49527262799122995
0,0.3268042676022683,0.48103532564086415
0,0.3274662874040445,0.4662884685333396
0,0.32812830720582065,0.4510320566686563
0,0.32879032700759686,0.4352660900468142
0,0.329452346809373,0.4189905686678133
0,0.33011436661114923,0.4022054925316537
0,0.3307763864129254,0.38491086163833543
0,0.3314384062147016,0.3671066759878583
0,0.33210042601647777,0.3494875406565766
0,0.332762445818254,0.3322604537376672
0,0.3334244656200302,0.3154254152311301
0,0.33408648542180636,0.2989824251369652
0,0.3347485052235825,0.2829314834551726
0,0.33541052502535873,0.2672725901857522
0,0.3360725448271349,0.2520057453287041
0,0.3367345646289111,0.23713094888402836
0,0.33739658443068726,0.22264820085172476
0,0.3380586042324634,0.20887431070363804
0,0.33872062403423964,0.19570883352293217
0,0.33938264383601585,0.18315176930960705
0,0.34004466363779196,0.17120311806366278
0,0.3407066834395682,0.1598628797850993
0,0.3413687032413444,0.14913105447391664
0,0.34203072304312054,0.13900764213011477
0,0.3426927428448967,0.12949264275369374
0,0.3433547626466729,0.12058605634465348
0,0.3440167824484491,0.11224703756105339
0,0.3446788022502253,0.10435449686320863
0,0.34534082205200145,0.09690843425111917
0,0.34600284185377767,0.08990884972478504
0,0.3466648616555538,0.0833557432842062
0,0.34732688145733004,0.07724911492938269
0,0.3479889012591062,0.07158896466031449
0,0.3486509210608824,0.06637529247700164
0,0.34931294086265857,0.06160809837944405
0,0.34997496066443473,0.05715434173669053
0,0.35063698046621095,0.05295425871007124
0,0.35129900026798716,0.04900784929958618
0,0.35196102006976326,0.04531511350523534
0,0.35262303987153953,0.041876051327018736
0,0.3532850596733157,0.03869066276493635
0,0.35394707947509185,0.035758947818988196
0,0.354609099276868,0.033080906489174285
0,0.3552711190786442,0.03065653877549458
0,0.3559331388804204,0.028402453655388883
0,0.3565951586821966,0.0262801840636208
0,0.3572571784839728,0.02428973000019032
0,0.357919198285749,0.022431091465097443
0,0.35858121808752513,0.02070426845834217
0,0.35924323788930135,0.01910926097992451
0,0.3599052576910775,0.01764606902984445
0,0.3605672774928537,0.016314692608102005
0,0.3612292972946299,0.015115131714697156
0,0.3618913246229742,0.013992016483453232
0,0.36255335195131855,0.012935539257494915
0,0.36321537927966285,0.011945700036822202
0,0.36387740660800716,0.011022498821435094
0,0.36453943393635146,0.010165935611333592
0,0.3652014612646958,0.009376010406517695
0,0.3658634885930402,0.008652723206987402
0,0.3665255159213845,0.00799607401274272
0,0.3671875432497288,0.00740606282378364
0,0.3678551245520405,0.006850473725167483
0,0.3685227058543522,0.0063281076292494845
0,0.3691902871566639,0.005838964536029645
0,0.36985786845897556,0.005383044445507965
0,0.37052544976128726,0.004960347357684442
0,0.3711930310635989,0.004570873272559081
0,0.3718606123659106,0.004214622190131877
0,0.3725281936682223,0.0038915941104028344
0,0.373195774970534,0.003601789033371949
0,0.3738737851832387,0.0033276703467501295
0,0.3745517953959434,0.0030701134334866027
0,0.37522980560864816,0.002829118293581368
0,0.37590781582135285,0.0026046849270344257
0,0.3765858260340576,0.0023968133338457755
0,0.3772638362467623,0.002205503514015418
0,0.37794184645946705,0.0020307554675433525
0,0.3786198566721717,0.0018725691944295804
0,0.37929786688487643,0.0017309446946740998
0,0.3799781411359052,0.0015986715993422942
0,0.3806584153869342,0.0014744461890496862
0,0.381338689637963,0.001358268463796276
0,0.3820189638889919,0.0012501384235820636
0,0.3826992381400207,0.0011500560684070487
0,0.3833795123910496,0.0010580213982712315
0,0.38405978664207846,9.74034413174612E-4
0,0.3847400608931073,8.980951131171905E-4
0,0.3854203351441362,8.302034980989664E-4
0,0.3860902816129859,7.677735836054778E-4
0,0.38676022808183563,7.090729061748016E-4
0,0.3874301745506854,6.541014658069382E-4
0,0.3881001210195351,6.028592625018875E-4
0,0.38877006748838483,5.553462962596493E-4
0,0.38944001395723454,5.115625670802238E-4
0,0.3901099604260843,4.7150807496361104E-4
0,0.390779906894934,4.3518281990981105E-4
0,0.39144985336378374,4.0258680191882347E-4
0,0.39213346456017323,3.717383025386822E-4
0,0.3928170757565628,3.427686323509381E-4
0,0.39350068695295226,3.1567779135559113E-4
0,0.39418429814934175,2.904657795526414E-4
0,0.39486790934573124,2.6713259694208875E-4
0,0.3955515205421207,2.456782435239334E-4
0,0.3962351317385103,2.261027192981751E-4
0,0.3969187429348998,2.0840602426481415E-4
0,0.3976023541312893,1.9258815842385023E-4
0,0.3983636628201417,1.7628718945694835E-4
0,0.39912497150899406,1.6105572845073057E-4
0,0.3998862801978464,1.4689377540519688E-4
0,0.4006475888866987,1.3380133032034726E-4
0,0.4014088975755511,1.2177839319618171E-4
0,0.4021702062644035,1.1082496403270025E-4
0,0.40293151495325585,1.0094104282990287E-4
0,0.40369282364210823,9.212662958778962E-5
0,0.40445413233096056,8.438172430636039E-5
