-3.5000000E-1,2.0486359E-9,1.4175168E-11,1.1636483E-13,4.2209409E-16,3.8219669E-17,3.4604658E-18,3.1333271E-19,2.8370885E-20,2.8134984E-21,1.1139660E-23,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0
-3.4933684E-1,2.0527471E-9,1.4203615E-11,1.1659835E-13,4.2294114E-16,3.8296367E-17,3.4674102E-18,3.1396150E-19,2.8427819E-20,2.8191444E-21,1.1162015E-23,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0
-3.4867368E-1,2.0684808E-9,1.4312482E-11,1.1749205E-13,4.2618287E-16,3.8589899E-17,3.4939871E-18,3.1636794E-19,2.8645711E-20,2.8407525E-21,1.1247569E-23,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0
-3.4801051E-1,2.0958372E-9,1.4501770E-11,1.1904592E-13,4.3181929E-16,3.9100265E-17,3.5401963E-18,3.2055202E-19,2.9024561E-20,2.8783224E-21,1.1396322E-23,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0
-3.4734735E-1,2.1348163E-9,1.4771478E-11,1.2125997E-13,4.3985040E-16,3.9827463E-17,3.6060379E-18,3.2651374E-19,2.9564369E-20,2.9318543E-21,1.1608275E-23,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0
-3.4668419E-1,2.1854179E-9,1.5121607E-11,1.2413420E-13,4.5027619E-16,4.0771495E-17,3.6915120E-18,3.3425311E-19,3.0265134E-20,3.0013482E-21,1.1883426E-23,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0
-3.4602103E-1,2.2476422E-9,1.5552156E-11,1.2766861E-13,4.6309667E-16,4.1932361E-17,3.7966185E-18,3.4377012E-19,3.1126857E-20,3.0868040E-21,1.2221776E-23,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0
-3.4535787E-1,2.3214890E-9,1.6063127E-11,1.3186320E-13,4.7831183E-16,4.3310059E-17,3.9213574E-18,3.5506478E-19,3.2149538E-20,3.1882218E-21,1.2623326E-23,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0
-3.4469471E-1,2.4069585E-9,1.6654517E-11,1.3671796E-13,4.9592168E-16,4.4904592E-17,4.0657287E-18,3.6813709E-19,3.3333177E-20,3.3056015E-21,1.3088075E-23,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0
-3.4403154E-1,2.5040507E-9,1.7326329E-11,1.4223290E-13,5.1592622E-16,4.6715957E-17,4.2297325E-18,3.8298703E-19,3.4677774E-20,3.4389432E-21,1.3616023E-23,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0
-3.4336613E-1,2.6147079E-9,1.8092002E-11,1.4851836E-13,5.3872566E-16,4.8780395E-17,4.4166498E-18,3.9991172E-19,3.6210230E-20,3.5909145E-21,1.4217733E-23,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0
-3.4270071E-1,2.7438267E-9,1.8985416E-11,1.5585245E-13,5.6532887E-16,5.1189256E-17,4.6347516E-18,4.1966006E-19,3.7998354E-20,3.7682401E-21,1.4919829E-23,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0
-3.4203529E-1,2.8914071E-9,2.0006572E-11,1.6423518E-13,5.9573584E-16,5.3942539E-17,4.8840380E-18,4.4223204E-19,4.0042146E-20,3.9709199E-21,1.5722312E-23,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0
-3.4136988E-1,3.0574491E-9,2.1155470E-11,1.7366656E-13,6.2994658E-16,5.7040244E-17,5.1645088E-18,4.6762767E-19,4.2341607E-20,4.1989541E-21,1.6625182E-23,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0
-3.4070446E-1,3.2419527E-9,2.2432110E-11,1.8414657E-13,6.6796109E-16,6.0482373E-17,5.4761642E-18,4.9584694E-19,4.4896737E-20,4.4523425E-21,1.7628438E-23,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0
-3.4003904E-1,3.4449179E-9,2.3836491E-11,1.9567523E-13,7.0977936E-16,6.4268923E-17,5.8190042E-18,5.2688986E-19,4.7707536E-20,4.7310852E-21,1.8732082E-23,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0
-3.3937363E-1,3.6663447E-9,2.5368614E-11,2.0825252E-13,7.5540140E-16,6.8399896E-17,6.1930286E-18,5.6075643E-19,5.0774003E-20,5.0351822E-21,1.9936112E-23,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0
