-1.0229250E+0,1.3551691E-10,5.1360283E-12,3.1473654E-12,1.4327107E-12,6.0773929E-13,2.5724057E-13,1.5147353E-13,1.8339313E-14,7.4198886E-15,2.3632991E-15,6.5596598E-20,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0
-1.0223250E+0,4.4963100E-9,1.6892030E-10,1.0331180E-10,4.6994074E-11,1.9938888E-11,8.3101959E-12,4.8461896E-12,5.7773536E-13,2.3254365E-13,8.1487036E-14,-3.9869283E-19,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0
-1.0217250E+0,8.8486983E-9,3.3239208E-10,2.0328546E-10,9.2468677E-11,3.9233088E-11,1.6348046E-11,9.5321679E-12,1.1361006E-12,4.5725369E-13,1.6045184E-13,-8.5072616E-19,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0
-1.0211250E+0,1.3193601E-8,4.9558588E-10,3.0308945E-10,1.3786612E-10,5.8494414E-11,2.4372488E-11,1.4210397E-11,1.6935528E-12,6.8159748E-13,2.3927443E-13,-1.2906494E-18,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0
-1.0205250E+0,1.7531938E-8,6.5853620E-10,4.0274485E-10,1.8319600E-10,7.7726938E-11,3.2385216E-11,1.8881865E-11,2.2502099E-12,9.0562246E-13,3.1797149E-13,-1.7186086E-18,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0
-1.0199250E+0,2.1864628E-8,8.2127754E-10,5.0227277E-10,2.2846791E-10,9.6934734E-11,4.0387926E-11,2.3547562E-11,2.8061899E-12,1.1293761E-12,3.9655974E-13,-2.1347497E-18,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0
-1.0193250E+0,2.6192590E-8,9.8384440E-10,6.0169431E-10,2.7369145E-10,1.1612188E-10,4.8382314E-11,2.8208475E-11,3.3616105E-12,1.3529058E-12,4.7505587E-13,-2.5392188E-18,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0
-1.0187250E+0,3.0516743E-8,1.1462713E-9,7.0103056E-10,3.1887622E-10,1.3529243E-10,5.6370075E-11,3.2865593E-11,3.9165897E-12,1.5762591E-12,5.5347660E-13,-2.9321619E-18,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0
-1.0181250E+0,3.4838008E-8,1.3085927E-9,8.0030264E-10,3.6403182E-10,1.5445048E-10,6.4352906E-11,3.7519905E-11,4.4712454E-12,1.7994835E-12,6.3183862E-13,-3.3137249E-18,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0
-1.0175250E+0,3.9157302E-8,1.4708432E-9,8.9953163E-10,4.0916785E-10,1.7360010E-10,7.2332501E-11,4.2172400E-11,5.0256954E-12,2.0226262E-12,7.1015864E-13,-3.6840540E-18,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0,0.0000000E+0
